,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,No_Die,Lot_Num,Wafer_Num,Datetime
454,3,Photo,1.090698131591993,15.959,14.992,19.993,206.314,90.0,503.315,4084.04,4910.9,5.036,91.425,29.988,NOLSM4551723,17,23,17-02-2019 PM 9:04:30
455,1,Photo,0.9008316381476607,18.878,15.087,19.997,203.115,90.0,500.658,4053.513,5008.979,5.017,93.546,30.006,NOLSM4561724,17,24,17-02-2019 PM 9:04:30
456,1,Photo,1.070069573838869,11.141,14.958,19.998,206.371,90.001,499.7,4063.728,5055.363,5.108,91.442,29.997,NOLSM4571725,17,25,17-02-2019 PM 9:04:30
457,2,Photo,1.1748576898750405,17.163,14.873,19.999,194.586,89.999,499.974,4054.617,5028.105,4.936,91.057,30.01,NOLSM4581726,17,26,17-02-2019 PM 9:04:30
458,2,Photo,0.8012017299441017,16.161,14.988,20.006,199.489,90.0,501.204,4063.703,5055.558,5.104,91.242,30.0,NOLSM4591727,17,27,17-02-2019 PM 9:04:30
459,2,Photo,0.8912417306278739,16.96,14.94,20.002,205.266,90.001,505.266,4105.328,5131.66,5.119,93.795,29.99,NOLSM460181,18,1,17-02-2019 PM 9:04:30
460,3,Photo,0.7647609360843775,16.527,15.106,20.002,205.014,90.001,505.014,4100.279,5125.348,5.11,92.334,30.017,NOLSM461182,18,2,17-02-2019 PM 9:04:30
461,3,Photo,0.9365929332125336,16.996,15.032,20.004,201.845,90.0,501.845,4036.901,5046.127,5.057,92.03,29.994,NOLSM462183,18,3,17-02-2019 PM 9:04:30
462,3,Photo,0.8706430879160327,16.867,14.954,19.996,200.993,90.0,500.993,4019.851,5024.813,5.031,91.466,30.006,NOLSM463184,18,4,17-02-2019 PM 9:04:30
463,1,Photo,0.8131463785705738,16.648,15.029,20.002,199.811,90.0,499.811,3996.219,4995.273,5.002,91.033,30.01,NOLSM464185,18,5,17-02-2019 PM 9:04:30
464,1,Photo,0.9299688883570659,16.398,14.952,20.003,199.192,89.999,499.192,3983.84,4979.8,4.967,90.947,30.007,NOLSM465186,18,6,17-02-2019 PM 9:04:30
465,1,Photo,0.9049855553086378,16.849,14.967,19.998,198.879,90.0,498.879,3977.571,4971.964,4.97,91.144,30.004,NOLSM466187,18,7,17-02-2019 PM 9:04:30
466,2,Photo,0.8971905502658165,17.185,15.077,19.998,199.287,90.002,499.287,3985.745,4982.181,4.985,90.663,29.997,NOLSM467188,18,8,17-02-2019 PM 9:04:30
467,2,Photo,0.9541744303321424,16.813,14.937,20.001,197.828,90.0,497.828,3956.57,4945.712,4.94,90.511,29.99,NOLSM468189,18,9,17-02-2019 PM 9:04:30
468,3,Photo,0.810975401288911,16.699,15.044,19.998,199.187,90.001,499.187,3983.746,4979.682,4.982,91.195,29.996,NOLSM4691810,18,10,17-02-2019 PM 9:04:30
469,3,Photo,0.9173319202037642,16.056,15.024,20.004,199.193,89.999,499.193,3983.859,4979.824,4.982,91.182,29.995,NOLSM4701811,18,11,17-02-2019 PM 9:04:30
470,3,Photo,0.8579847518761003,15.741,15.053,20.002,199.35,90.001,499.35,3986.997,4983.746,5.005,91.333,30.001,NOLSM4711812,18,12,17-02-2019 PM 9:04:30
471,1,Photo,0.8268132788594676,16.839,14.96,19.996,199.805,90.0,499.805,3996.109,4995.136,4.996,91.67,29.993,NOLSM4721813,18,13,17-02-2019 PM 9:04:30
472,1,Photo,0.757705259918973,16.674,15.07,20.0,200.224,89.999,500.224,4004.471,5005.589,5.008,91.55,30.002,NOLSM4731814,18,14,17-02-2019 PM 9:04:30
473,1,Photo,0.9132506538573308,16.548,14.905,19.997,200.135,90.0,500.135,4002.704,5003.38,5.008,91.947,30.009,NOLSM4741815,18,15,17-02-2019 PM 9:04:30
474,2,Photo,0.8257448845279407,16.811,14.964,20.0,200.793,90.0,500.793,4015.856,5019.82,5.022,91.409,30.007,NOLSM4751816,18,16,17-02-2019 PM 9:04:30
475,2,Photo,0.8302577821843109,15.987,15.047,19.998,200.125,90.0,500.125,4002.491,5003.113,5.01,91.643,30.002,NOLSM4761817,18,17,17-02-2019 PM 9:04:30
476,3,Photo,0.9229303065009657,17.072,14.935,20.001,200.33,90.001,500.33,4006.608,5008.259,5.04,91.794,29.992,NOLSM4771818,18,18,17-02-2019 PM 9:04:30
477,3,Photo,0.8333304842817826,16.87,14.996,20.001,200.338,90.0,500.338,4006.751,5008.438,5.009,91.771,29.995,NOLSM4781819,18,19,17-02-2019 PM 9:04:30
478,3,Photo,0.7735260431802253,17.148,14.973,20.005,201.015,90.0,501.015,4020.293,5025.366,5.026,92.076,29.996,NOLSM4791820,18,20,17-02-2019 PM 9:04:30
479,1,Photo,0.8582539872476452,16.694,15.105,20.003,201.475,90.0,501.475,4029.509,5036.887,5.017,92.009,29.99,NOLSM4801821,18,21,17-02-2019 PM 9:04:30
480,1,Photo,0.7825903006889006,16.661,14.898,19.999,201.129,90.0,501.129,4022.588,5028.235,5.028,92.478,29.997,NOLSM4811822,18,22,17-02-2019 PM 9:04:30
481,1,Photo,0.8414972905519753,16.157,15.019,19.997,202.083,90.0,502.083,4041.659,5052.074,5.058,91.649,30.001,NOLSM4821823,18,23,17-02-2019 PM 9:04:30
482,2,Photo,0.8678396211901058,17.257,15.055,19.997,200.38,90.0,500.38,4007.602,5009.502,5.008,92.17,29.989,NOLSM4831824,18,24,17-02-2019 PM 9:04:30
483,2,Photo,0.8615403682114224,17.28,14.954,19.998,200.637,90.0,500.637,4012.742,5015.927,5.009,91.839,30.005,NOLSM4841825,18,25,17-02-2019 PM 9:04:30
484,2,Photo,0.8563137831415921,17.19,14.968,20.0,200.409,89.999,500.409,4008.184,5010.23,5.016,91.864,29.99,NOLSM4851826,18,26,17-02-2019 PM 9:04:30
485,3,Photo,0.8179285115984889,16.27,15.041,20.0,200.856,90.0,500.856,4017.12,5021.4,5.021,91.992,29.996,NOLSM4861827,18,27,17-02-2019 PM 9:04:30
486,3,Photo,0.7105847963213047,16.624,15.066,19.999,201.343,90.0,501.343,4026.868,5033.585,5.017,91.995,29.994,NOLSM487191,19,1,17-02-2019 PM 9:04:30
487,3,Photo,0.8221379852647054,16.706,14.957,20.004,201.388,90.0,501.388,4027.76,5034.7,5.033,92.461,29.996,NOLSM488192,19,2,17-02-2019 PM 9:04:30
488,1,Photo,0.8255012906203525,15.742,15.039,19.998,201.048,90.0,501.048,4020.959,5026.199,5.028,92.843,30.002,NOLSM489193,19,3,17-02-2019 PM 9:04:30
489,1,Photo,0.7670686678404759,16.097,15.052,19.995,202.063,90.0,502.063,4041.264,5051.58,5.045,92.313,29.994,NOLSM490194,19,4,17-02-2019 PM 9:04:30
490,1,Photo,0.8589035710012136,16.81,14.916,19.998,201.574,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011,NOLSM491195,19,5,17-02-2019 PM 9:04:30
491,2,Photo,0.9129472298671772,16.806,14.863,19.999,200.921,90.0,500.921,4018.416,5023.02,4.998,91.667,30.005,NOLSM492196,19,6,17-02-2019 PM 9:04:30
492,2,Photo,0.8703182960392486,17.095,14.914,20.0,200.286,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998,NOLSM493197,19,7,17-02-2019 PM 9:04:30
493,2,Photo,0.8375399579479992,16.473,14.978,19.996,199.381,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003,NOLSM494198,19,8,17-02-2019 PM 9:04:30
494,3,Photo,0.8485273252534231,17.239,14.966,19.995,199.125,90.0,499.125,3982.507,4978.133,4.99,91.532,30.006,NOLSM495199,19,9,17-02-2019 PM 9:04:30
495,3,Photo,0.8152276107283885,16.812,15.039,19.997,199.951,90.0,499.951,3999.023,4998.779,4.98,91.009,29.998,NOLSM4961910,19,10,17-02-2019 PM 9:04:30
496,3,Photo,0.8931990290432315,16.467,14.944,20.003,198.914,90.0,498.914,3978.273,4972.841,4.971,90.769,29.995,NOLSM4971911,19,11,17-02-2019 PM 9:04:30
497,1,Photo,1.0031496264893418,16.468,14.918,20.003,198.11,90.0,498.11,3962.196,4952.745,4.961,91.265,30.002,NOLSM4981912,19,12,17-02-2019 PM 9:04:30
498,1,Photo,0.7816415665225047,17.202,15.109,20.006,200.097,90.0,500.097,4001.938,5002.422,4.999,91.5,29.996,NOLSM4991913,19,13,17-02-2019 PM 9:04:30
499,1,Photo,0.9228619292637481,17.96,15.011,19.997,199.352,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002,NOLSM5001914,19,14,17-02-2019 PM 9:04:30
500,2,Photo,0.891557975350006,16.942,14.933,20.0,198.157,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,NOLSM5011915,19,15,17-02-2019 PM 9:04:30
501,2,Photo,0.8374074770508897,16.878,14.954,19.999,200.323,90.0,500.323,4006.461,5008.076,4.982,91.072,30.003,NOLSM5021916,19,16,17-02-2019 PM 9:04:30
502,2,Photo,0.9067847313629291,15.955,15.007,20.003,199.256,90.0,499.256,3985.114,4981.392,4.984,90.916,30.004,NOLSM5031917,19,17,17-02-2019 PM 9:04:30
503,3,Photo,0.927481666353271,16.326,15.055,20.003,199.396,90.0,499.396,3987.912,4984.89,4.958,90.657,30.005,NOLSM5041918,19,18,17-02-2019 PM 9:04:30
504,3,Photo,0.7225208977931247,16.868,15.11,20.0,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,NOLSM5051919,19,19,17-02-2019 PM 9:04:30
505,3,Photo,0.8171549941024633,17.421,15.069,20.001,203.441,90.0,503.441,4068.827,5086.034,5.103,93.683,29.994,NOLSM5061920,19,20,17-02-2019 PM 9:04:30
506,1,Photo,0.826270534539052,17.509,15.029,20.001,204.091,90.0,504.091,4081.827,5102.283,5.122,93.935,30.01,NOLSM5071921,19,21,17-02-2019 PM 9:04:30
507,1,Photo,0.8046248653823143,16.877,14.896,19.995,205.684,90.0,505.684,4113.674,5142.092,5.124,92.576,29.996,NOLSM5081922,19,22,17-02-2019 PM 9:04:30
508,1,Photo,0.8560659156566779,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999,NOLSM5091923,19,23,17-02-2019 PM 9:04:30
509,2,Photo,0.8881690285304022,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006,NOLSM5101924,19,24,17-02-2019 PM 9:04:30
510,2,Photo,0.8877972273030308,17.103,14.937,20.0,204.448,90.0,504.448,4088.958,5111.198,5.122,93.574,29.997,NOLSM5111925,19,25,17-02-2019 PM 9:04:30
511,3,Photo,0.9530803945366587,16.597,14.956,19.997,204.603,90.0,504.603,4092.063,5115.078,5.089,92.934,30.002,NOLSM5121926,19,26,17-02-2019 PM 9:04:30
512,3,Photo,0.8624976495324707,16.756,14.922,19.995,202.727,90.0,502.727,4054.55,5068.187,5.071,92.755,30.005,NOLSM5131927,19,27,17-02-2019 PM 9:04:30
513,3,Photo,0.763867758423221,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,NOLSM514201,20,1,17-02-2019 PM 9:04:30
514,1,Photo,0.8480657789022035,15.891,15.017,20.001,201.798,90.0,501.798,4035.953,5044.941,5.052,92.819,30.004,NOLSM515202,20,2,17-02-2019 PM 9:04:30
515,1,Photo,0.9157592437477564,16.954,14.899,19.997,203.082,90.0,503.082,4061.647,5077.059,5.078,92.306,29.995,NOLSM516203,20,3,17-02-2019 PM 9:04:30
516,1,Photo,0.7511239508367664,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,NOLSM517204,20,4,17-02-2019 PM 9:04:30
517,2,Photo,0.8375912408759124,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005,NOLSM518205,20,5,17-02-2019 PM 9:04:30
518,2,Photo,0.884408280483427,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002,NOLSM519206,20,6,17-02-2019 PM 9:04:30
519,3,Photo,0.9003658182191148,17.019,14.931,20.005,203.729,90.0,503.729,4074.581,5093.226,5.065,92.822,30.009,NOLSM520207,20,7,17-02-2019 PM 9:04:30
520,3,Photo,0.9393066548146122,16.593,14.963,20.001,203.311,90.0,503.311,4066.225,5082.781,5.088,93.28,29.999,NOLSM521208,20,8,17-02-2019 PM 9:04:30
521,3,Photo,0.8629549223063642,16.864,14.986,19.997,203.885,90.0,503.885,4077.709,5097.137,5.118,92.893,29.995,NOLSM522209,20,9,17-02-2019 PM 9:04:30
522,1,Photo,0.9364860937793809,17.768,15.056,20.002,203.915,90.0,503.915,4078.307,5097.884,5.095,93.599,29.994,NOLSM5232010,20,10,17-02-2019 PM 9:04:30
523,1,Photo,0.9717559274517513,16.266,15.075,19.995,204.393,90.0,504.393,4087.868,5109.835,5.118,93.526,30.011,NOLSM5242011,20,11,17-02-2019 PM 9:04:30
524,1,Photo,0.8666131044975127,16.985,15.119,20.003,203.99,90.0,503.99,4079.809,5099.761,5.09,92.831,30.0,NOLSM5252012,20,12,17-02-2019 PM 9:04:30
525,2,Photo,0.9147763209627515,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008,NOLSM5262013,20,13,17-02-2019 PM 9:04:30
526,2,Photo,0.9431101386348485,16.053,15.03,19.999,204.02,90.0,504.02,4080.394,5100.492,5.096,93.504,30.008,NOLSM5272014,20,14,17-02-2019 PM 9:04:30
527,2,Photo,0.8786474982478333,16.584,15.0,19.998,204.503,90.0,504.503,4090.053,5112.566,5.102,93.713,29.995,NOLSM5282015,20,15,17-02-2019 PM 9:04:30
528,3,Photo,0.9357553120566162,17.535,15.027,20.0,205.225,90.0,505.225,4104.503,5130.629,5.126,93.573,30.017,NOLSM5292016,20,16,17-02-2019 PM 9:04:30
529,3,Photo,0.8708183045864032,17.288,14.912,20.001,204.475,90.0,504.475,4089.491,5111.864,5.1,93.338,29.999,NOLSM5302017,20,17,17-02-2019 PM 9:04:30
530,3,Photo,0.8170438810919844,17.265,15.0,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.001,NOLSM5312018,20,18,17-02-2019 PM 9:04:30
531,1,Photo,0.9287295509324944,16.547,14.913,19.99,204.601,90.0,504.601,4092.02,5115.025,5.111,93.421,30.004,NOLSM5322019,20,19,17-02-2019 PM 9:04:30
532,1,Photo,0.8737713465187439,16.544,15.001,19.999,203.783,90.0,503.783,4075.654,5094.568,5.093,93.335,29.997,NOLSM5332020,20,20,17-02-2019 PM 9:04:30
533,1,Photo,0.8330740696422161,16.461,14.99,19.999,204.443,90.0,504.443,4088.858,5111.072,5.101,93.584,30.002,NOLSM5342021,20,21,17-02-2019 PM 9:04:30
534,2,Photo,0.8179627002170977,16.131,14.99,19.998,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,NOLSM5352022,20,22,17-02-2019 PM 9:04:30
535,2,Photo,0.8972418331937297,17.234,15.04,20.003,203.741,90.0,503.741,4074.826,5093.533,5.113,93.575,30.008,NOLSM5362023,20,23,17-02-2019 PM 9:04:30
536,2,Photo,0.8512282261235234,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,NOLSM5372024,20,24,17-02-2019 PM 9:04:30
537,3,Photo,0.8650959845467443,16.656,14.903,19.994,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,NOLSM5382025,20,25,17-02-2019 PM 9:04:30
538,3,Photo,0.784419391784475,16.692,14.96,19.998,203.888,90.0,503.888,4077.769,5097.211,5.097,93.546,30.005,NOLSM5392026,20,26,17-02-2019 PM 9:04:30
539,1,Photo,0.8908271936272414,17.26,14.965,20.001,205.056,90.0,505.056,4101.112,5126.39,5.103,93.38,29.997,NOLSM5402027,20,27,17-02-2019 PM 9:04:30
540,1,Photo,0.9047846971743108,16.862,14.931,19.998,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988,NOLSM541211,21,1,17-02-2019 PM 9:04:30
541,1,Photo,0.8754594095625565,16.674,14.908,19.998,204.234,90.0,504.234,4084.68,5105.85,5.116,93.645,30.001,NOLSM542212,21,2,17-02-2019 PM 9:04:30
542,2,Photo,0.9011735243337493,16.873,14.917,19.998,204.556,89.998,504.556,4091.123,5113.904,5.102,93.474,29.994,NOLSM543213,21,3,17-02-2019 PM 9:04:30
543,2,Photo,0.9252380382570642,16.78,14.912,20.001,204.212,89.999,504.212,4084.234,5105.292,5.098,93.241,30.0,NOLSM544214,21,4,17-02-2019 PM 9:04:30
544,2,Photo,0.8757842014393409,16.36,14.966,19.999,204.238,90.001,504.238,4084.761,5105.951,5.121,94.516,29.999,NOLSM545215,21,5,17-02-2019 PM 9:04:30
545,3,Photo,0.6971358484760424,16.591,15.14,20.001,206.204,89.999,506.204,4124.072,5155.091,5.163,94.396,29.99,NOLSM546216,21,6,17-02-2019 PM 9:04:30
546,3,Photo,0.6869519137079266,16.869,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996,NOLSM547217,21,7,17-02-2019 PM 9:04:30
547,3,Photo,0.8930109916408828,17.701,15.056,20.001,205.604,90.0,505.604,4112.073,5140.092,5.132,94.389,30.001,NOLSM548218,21,8,17-02-2019 PM 9:04:30
548,1,Photo,0.8842330638130567,15.958,15.076,19.997,206.116,90.0,506.116,4122.317,5152.896,5.115,93.043,30.007,NOLSM549219,21,9,17-02-2019 PM 9:04:30
549,1,Photo,0.915938733995453,15.916,15.084,19.997,203.642,90.0,503.642,4072.835,5091.044,5.104,93.541,30.0,NOLSM5502110,21,10,17-02-2019 PM 9:04:30
550,1,Photo,0.8110224106394981,16.247,15.101,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.317,30.001,NOLSM5512111,21,11,17-02-2019 PM 9:04:30
551,2,Photo,0.9289346826441478,16.739,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997,NOLSM5522112,21,12,17-02-2019 PM 9:04:30
552,2,Photo,0.7524957691584472,15.99,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,NOLSM5532113,21,13,17-02-2019 PM 9:04:30
553,3,Photo,0.8921990119489223,17.012,15.063,19.998,203.558,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005,NOLSM5542114,21,14,17-02-2019 PM 9:04:30
554,3,Photo,0.8878613309629224,16.115,15.001,20.0,204.024,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001,NOLSM5552115,21,15,17-02-2019 PM 9:04:30
555,3,Photo,0.7450811124976495,16.257,15.037,19.998,203.303,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,NOLSM5562116,21,16,17-02-2019 PM 9:04:30
556,1,Photo,0.8996093950323938,16.974,15.023,20.001,204.032,89.999,504.032,4080.631,5100.789,5.092,92.562,30.004,NOLSM5572117,21,17,17-02-2019 PM 9:04:30
557,1,Photo,0.87148070907195,16.545,14.966,19.998,202.483,90.0,502.483,4049.67,5062.087,5.057,92.632,30.005,NOLSM5582118,21,18,17-02-2019 PM 9:04:30
558,1,Photo,0.6896186259594181,16.691,14.971,20.001,202.787,90.0,502.787,4055.738,5069.673,5.07,92.741,29.996,NOLSM5592119,21,19,17-02-2019 PM 9:04:30
559,2,Photo,0.7278158601001726,16.145,15.028,20.001,202.29,89.999,502.29,4045.794,5057.243,5.058,92.721,30.004,NOLSM5602120,21,20,17-02-2019 PM 9:04:30
560,2,Photo,0.8584206567633634,16.416,15.048,19.999,202.273,90.001,502.273,4045.461,5056.827,5.059,92.488,30.006,NOLSM5612121,21,21,17-02-2019 PM 9:04:30
561,3,Photo,1.0023889297252944,16.007,14.993,19.998,201.875,90.001,501.875,4037.5,5046.876,5.048,92.217,30.002,NOLSM5622122,21,22,17-02-2019 PM 9:04:30
562,3,Photo,0.705618899468367,16.745,15.044,20.004,202.105,90.0,502.105,4042.1,5052.626,5.06,92.618,30.002,NOLSM5632123,21,23,17-02-2019 PM 9:04:30
563,3,Photo,0.7897827313287407,16.452,14.994,20.0,202.625,90.0,502.625,4052.501,5065.626,5.059,92.545,30.005,NOLSM5642124,21,24,17-02-2019 PM 9:04:30
564,1,Photo,0.9240927195336672,17.44,14.966,20.006,202.201,90.001,502.201,4044.028,5055.035,5.043,92.821,30.0,NOLSM5652125,21,25,17-02-2019 PM 9:04:30
565,1,Photo,0.8216764389134856,16.962,15.041,19.997,202.941,89.999,502.941,4058.827,5073.534,5.057,92.55,30.003,NOLSM5662126,21,26,17-02-2019 PM 9:04:30
566,1,Photo,0.8523436298056377,16.655,14.823,20.005,202.059,90.0,502.059,4041.184,5051.48,5.062,92.812,30.013,NOLSM5672127,21,27,17-02-2019 PM 9:04:30
567,2,Photo,0.9233961264295116,17.066,14.903,20.0,203.143,90.001,503.143,4062.853,5078.567,5.068,92.699,30.011,NOLSM568221,22,1,17-02-2019 PM 9:04:30
568,2,Photo,0.7746884562129267,17.119,14.955,19.996,202.415,90.0,502.415,4048.301,5060.377,5.064,92.825,30.002,NOLSM569222,22,2,17-02-2019 PM 9:04:30
569,2,Photo,0.6978794509307852,16.482,14.995,19.998,202.79,90.0,502.79,4055.794,5069.742,5.061,92.794,30.007,NOLSM570223,22,3,17-02-2019 PM 9:04:30
570,3,Photo,0.9518367835347612,17.21,15.034,20.004,202.86,90.0,502.86,4057.205,5071.506,5.064,93.136,29.996,NOLSM571224,22,4,17-02-2019 PM 9:04:30
571,3,Photo,0.907844578539804,16.493,14.999,20.0,203.245,90.0,503.245,4064.904,5081.13,5.081,92.78,30.006,NOLSM572225,22,5,17-02-2019 PM 9:04:30
572,3,Photo,0.6375108976221816,16.669,15.063,20.005,202.792,89.999,502.792,4055.848,5069.81,5.067,92.822,30.002,NOLSM573226,22,6,17-02-2019 PM 9:04:30
573,1,Photo,0.8688139968204585,16.718,14.908,20.001,203.326,90.0,503.326,4066.523,5083.153,5.064,92.407,29.991,NOLSM574227,22,7,17-02-2019 PM 9:04:30
574,1,Photo,0.942939195541804,16.369,14.981,20.001,202.201,90.001,502.201,4044.026,5055.033,5.059,92.655,29.994,NOLSM575228,22,8,17-02-2019 PM 9:04:30
575,1,Photo,0.6683404844527256,17.31,15.069,20.002,202.683,90.0,502.683,4053.656,5067.07,5.063,92.695,29.993,NOLSM576229,22,9,17-02-2019 PM 9:04:30
576,2,Photo,0.8102360724114942,16.395,15.082,20.0,202.436,90.0,502.436,4048.718,5060.898,5.056,92.595,30.001,NOLSM5772210,22,10,17-02-2019 PM 9:04:30
577,2,Photo,0.8370185815142139,17.524,15.054,20.005,202.519,90.001,502.519,4050.373,5062.966,5.08,93.323,30.005,NOLSM5782211,22,11,17-02-2019 PM 9:04:30
578,2,Photo,0.6724986751910289,17.479,14.994,19.996,202.948,90.0,502.948,4058.96,5073.7,5.049,92.71,30.0,NOLSM5792212,22,12,17-02-2019 PM 9:04:30
579,3,Photo,0.952776970546505,16.519,15.045,19.996,203.021,90.0,503.021,4060.422,5075.528,5.056,92.108,30.0,NOLSM5802213,22,13,17-02-2019 PM 9:04:30
580,3,Photo,0.7036573274756833,15.997,14.99,20.001,201.79,89.999,501.79,4035.8,5044.75,5.048,92.168,29.999,NOLSM5812214,22,14,17-02-2019 PM 9:04:30
581,3,Photo,0.8139284432212517,16.718,14.958,20.0,201.558,90.0,501.558,4031.157,5038.946,5.045,92.375,29.998,NOLSM5822215,22,15,17-02-2019 PM 9:04:30
582,1,Photo,0.8936819432810816,17.927,14.936,19.998,200.275,89.999,500.275,4005.493,5006.866,5.005,91.805,29.998,NOLSM5832216,22,16,17-02-2019 PM 9:04:30
583,1,Photo,0.8955879587685259,15.557,15.026,19.999,200.973,90.0,500.973,4019.465,5024.332,5.02,92.061,30.001,NOLSM5842217,22,17,17-02-2019 PM 9:04:30
584,1,Photo,0.8684293748611087,16.824,14.935,19.999,200.987,90.0,500.987,4019.746,5024.682,5.029,91.934,29.993,NOLSM5852218,22,18,17-02-2019 PM 9:04:30
585,2,Photo,0.7864578881690285,16.836,14.903,19.999,201.109,90.0,501.109,4022.173,5027.717,5.029,92.302,30.003,NOLSM5862219,22,19,17-02-2019 PM 9:04:30
586,2,Photo,0.7157216362672866,16.084,15.018,20.002,202.067,89.999,502.067,4041.338,5051.672,5.043,92.177,29.995,NOLSM5872220,22,20,17-02-2019 PM 9:04:30
587,2,Photo,0.8410442913554077,16.37,15.048,20.0,201.533,89.999,501.533,4030.663,5038.329,5.043,92.095,30.006,NOLSM5882221,22,21,17-02-2019 PM 9:04:30
588,3,Photo,1.0211969435374963,16.98,15.027,19.997,200.527,90.002,500.527,4010.544,5013.18,5.018,91.961,29.991,NOLSM5892222,22,22,17-02-2019 PM 9:04:30
589,3,Photo,0.8192917827655173,16.792,14.969,19.999,201.328,90.0,501.328,4026.554,5033.192,5.032,91.564,29.999,NOLSM5902223,22,23,17-02-2019 PM 9:04:30
590,1,Photo,0.7926289338279287,16.533,14.982,20.002,200.443,90.0,500.443,4008.869,5011.086,5.027,91.778,29.999,NOLSM5912224,22,24,17-02-2019 PM 9:04:30
591,1,Photo,0.8872673037145934,17.432,14.899,19.995,200.742,89.999,500.742,4014.845,5018.557,5.016,91.78,30.011,NOLSM5922225,22,25,17-02-2019 PM 9:04:30
592,1,Photo,0.8119113147233286,16.238,15.046,20.003,200.584,89.999,500.584,4011.687,5014.609,5.016,91.493,29.996,NOLSM5932226,22,26,17-02-2019 PM 9:04:30
593,2,Photo,0.801453871006342,16.871,14.999,20.001,199.737,90.001,499.737,3994.731,4993.413,4.996,91.238,29.997,NOLSM5942227,22,27,17-02-2019 PM 9:04:30
594,2,Photo,0.8036120275560266,16.684,14.99,20.003,199.895,90.0,499.895,3997.895,4997.369,5.01,91.725,29.998,NOLSM595231,23,1,17-02-2019 PM 9:04:30
595,2,Photo,0.9645164874613241,16.305,15.027,20.001,200.505,89.998,500.505,4010.104,5012.631,5.014,91.817,30.002,NOLSM596232,23,2,17-02-2019 PM 9:04:30
596,3,Photo,0.8967717396878578,16.59,14.922,19.995,200.62,90.0,500.62,4012.406,5015.508,5.017,91.762,30.002,NOLSM597233,23,3,17-02-2019 PM 9:04:30
597,3,Photo,0.7843040051966701,16.45,14.858,20.003,200.699,90.0,500.699,4013.975,5017.469,5.013,91.646,29.991,NOLSM598234,23,4,17-02-2019 PM 9:04:30
598,3,Photo,0.8836390365647275,16.749,14.914,19.994,200.694,90.0,500.694,4013.88,5017.35,5.024,91.859,29.993,NOLSM599235,23,5,17-02-2019 PM 9:04:30
599,1,Photo,0.8520701208567667,17.027,15.0,19.995,200.96,90.0,500.96,4019.195,5023.993,5.02,91.882,29.992,NOLSM600236,23,6,17-02-2019 PM 9:04:30
600,1,Photo,0.8796176003008598,17.293,15.016,20.004,201.022,90.001,501.022,4020.441,5025.551,5.031,92.053,29.996,NOLSM601237,23,7,17-02-2019 PM 9:04:30
601,1,Photo,0.8642498162361749,16.73,14.9,20.0,201.345,90.0,501.345,4026.898,5033.623,5.038,92.623,30.004,NOLSM602238,23,8,17-02-2019 PM 9:04:30
602,2,Photo,0.83694593069967,17.137,14.976,20.003,204.618,90.001,504.618,4092.367,5115.459,5.12,93.838,30.001,NOLSM603239,23,9,17-02-2019 PM 9:04:30
603,2,Photo,0.8800449580334706,16.789,14.89,19.994,205.293,90.0,505.293,4105.862,5132.327,5.126,93.611,30.002,NOLSM6042310,23,10,17-02-2019 PM 9:04:30
604,2,Photo,0.8531727038069027,16.003,15.097,19.998,205.181,90.0,505.181,4103.612,5129.515,5.129,93.819,29.995,NOLSM6052311,23,11,17-02-2019 PM 9:04:30
