Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,No_Die,Lot_Num,Wafer_Num,Datetime
1,Implantation,9.29208e+15,1.649038e+17,2.946053e+17,3.003599e+17,5.999997e+17,30658.962,0.01,103.386,922,153,NOLSM4461714,17,14,05-03-2019 ?? 9:04:30
2,Implantation,1.683575e+16,1.264217e+17,1.097202e+18,3.011442e+17,5.999999e+17,31542.357,0.01,100.201,905,151,NOLSM4471715,17,15,05-03-2019 ?? 9:04:30
3,Implantation,1.358528e+16,1.455821e+17,4.768246e+17,3.003881e+17,5.999984e+17,31487.108,0.01,102.624,885,154,NOLSM4481716,17,16,05-03-2019 ?? 9:04:30
3,Implantation,1.641845e+16,4.649311e+16,2.57657e+17,3.007159e+17,6e+17,31179.148,0.01,103.458,904,153,NOLSM4491717,17,17,05-03-2019 ?? 9:04:30
1,Implantation,9.251435e+15,8.399057e+16,1.055035e+18,2.986659e+17,6.000001e+17,32292.179,0.01,100.414,904,158,NOLSM4501718,17,18,05-03-2019 ?? 9:04:30
1,Implantation,9.529859e+15,8.467548e+16,5.909138e+17,3.00747e+17,5.999997e+17,31684.211,0.01,101.700,905,156,NOLSM4511719,17,19,05-03-2019 ?? 9:04:30
3,Implantation,1.198241e+16,1.04479e+17,7.733348e+17,3.016119e+17,5.999979e+17,31473.404,0.01,102.852,903,155,NOLSM4521720,17,20,05-03-2019 ?? 9:04:30
3,Implantation,1.239962e+16,8.14315e+16,5.928744e+17,2.987506e+17,5.999986e+17,32007.126,0.01,99.669,899,157,NOLSM4531721,17,21,05-03-2019 ?? 9:04:30
2,Implantation,1.801011e+16,9.519184e+16,6.150629e+17,2.998543e+17,5.999992e+17,31068.324,0.01,101.929,903,152,NOLSM4541722,17,22,05-03-2019 ?? 9:04:30
1,Implantation,1.681094e+16,1.076123e+17,5.689641e+17,2.996875e+17,6.000015e+17,31559.957,0.01,102.648,894,157,NOLSM4551723,17,23,05-03-2019 ?? 9:04:30
1,Implantation,1.347538e+16,3.974299e+16,4.447601e+17,2.994393e+17,6.000023e+17,32335.265,0.01,104.012,902,154,NOLSM4561724,17,24,05-03-2019 ?? 9:04:30
3,Implantation,1.32241e+16,1.478659e+17,5.517309e+17,3.003712e+17,6.000011e+17,32053.209,0.01,103.613,899,159,NOLSM4571725,17,25,05-03-2019 ?? 9:04:30
3,Implantation,1.473498e+16,3.93936e+16,4.870463e+17,3.022718e+17,6e+17,31181.515,0.01,102.502,902,149,NOLSM4581726,17,26,05-03-2019 ?? 9:04:30
2,Implantation,6.215707e+15,1.17976e+17,8.262592e+17,3.020632e+17,5.999988e+17,32463.943,0.01,103.367,900,153,NOLSM4591727,17,27,05-03-2019 ?? 9:04:30
1,Implantation,1.708263e+16,3.660631e+15,2.472711e+15,2.997869e+17,5.999991e+17,32203.258,0.01,99.975,912,150,NOLSM460181,18,1,06-03-2019 ?? 9:04:30
1,Implantation,1.721621e+16,1.646288e+15,3.469855e+17,2.987389e+17,5.999996e+17,32196.245,0.01,101.397,913,152,NOLSM461182,18,2,06-03-2019 ?? 9:04:30
2,Implantation,8.802407e+15,1.088972e+16,9.713471e+14,3.01019e+17,6.000008e+17,32199.428,0.01,102.733,915,154,NOLSM462183,18,3,06-03-2019 ?? 9:04:30
3,Implantation,1.206511e+16,6.474747e+15,6.178321e+17,2.981048e+17,5.999982e+17,32197.270,0.01,102.517,915,154,NOLSM463184,18,4,06-03-2019 ?? 9:04:30
3,Implantation,5.719776e+15,4.599521e+16,2.828355e+17,3.00711e+17,6.00001e+17,32198.727,0.01,102.939,912,154,NOLSM464185,18,5,06-03-2019 ?? 9:04:30
2,Implantation,1.460946e+16,1.458058e+17,5.110185e+17,2.984214e+17,6.000002e+17,32200.232,0.01,102.634,913,154,NOLSM465186,18,6,06-03-2019 ?? 9:04:30
1,Implantation,8.872828e+15,7.779193e+15,2.55163e+17,2.99707e+17,6.000015e+17,32202.697,0.01,102.883,917,154,NOLSM466187,18,7,06-03-2019 ?? 9:04:30
1,Implantation,1.56791e+16,1.230751e+17,1763661790.6,3.007614e+17,6.000001e+17,32198.538,0.01,103.449,912,155,NOLSM467188,18,8,06-03-2019 ?? 9:04:30
2,Implantation,1.661992e+16,6.660548e+16,9.933914e+17,2.994561e+17,5.999983e+17,32200.315,0.01,102.473,908,154,NOLSM468189,18,9,06-03-2019 ?? 9:04:30
3,Implantation,1.08015e+16,2.669998e+16,3.355773e+16,3.021105e+17,5.999991e+17,32200.324,0.01,103.388,912,155,NOLSM4691810,18,10,06-03-2019 ?? 9:04:30
2,Implantation,1.322964e+16,1.161789e+17,3.919192e+17,3.02326e+17,5.999989e+17,32201.779,0.01,103.387,913,155,NOLSM4701811,18,11,06-03-2019 ?? 9:04:30
1,Implantation,1.673862e+16,1.422964e+17,2.544025e+17,2.979678e+17,5.999997e+17,32300.362,0.01,104.024,916,156,NOLSM4711812,18,12,06-03-2019 ?? 9:04:30
1,Implantation,3.080309e+15,3.120413e+14,1.418339e+17,2.993803e+17,5.999971e+17,32299.266,0.01,104.129,917,156,NOLSM4721813,18,13,06-03-2019 ?? 9:04:30
2,Implantation,1.383882e+16,1.012437e+17,6.494525e+17,3.000008e+17,6.000011e+17,32300.914,0.01,104.045,917,156,NOLSM4731814,18,14,06-03-2019 ?? 9:04:30
3,Implantation,1.444505e+16,2.563176e+15,8.628146e+17,3.00305e+17,5.99999e+17,32300.515,0.01,104.019,922,156,NOLSM4741815,18,15,06-03-2019 ?? 9:04:30
3,Implantation,7.948484e+15,7.704411e+16,2.004681e+17,2.997929e+17,6.000003e+17,32297.604,0.01,104.702,917,157,NOLSM4751816,18,16,06-03-2019 ?? 9:04:30
1,Implantation,9.66465e+15,4.176911e+16,2.666549e+17,3.00391e+17,5.999993e+17,32299.646,0.01,104.065,917,156,NOLSM4761817,18,17,06-03-2019 ?? 9:04:30
1,Implantation,1.47371e+16,1.379377e+17,1.706551e+16,2.989262e+17,6.000011e+17,32300.541,0.01,103.766,917,156,NOLSM4771818,18,18,06-03-2019 ?? 9:04:30
2,Implantation,1.551815e+16,1.547694e+17,7.150941e+17,3.000824e+17,5.999989e+17,32300.313,0.01,104.080,917,156,NOLSM4781819,18,19,06-03-2019 ?? 9:04:30
3,Implantation,2.040655e+16,1.496619e+16,5.687718e+15,2.990238e+17,5.999998e+17,32300.421,0.01,104.248,920,156,NOLSM4791820,18,20,06-03-2019 ?? 9:04:30
3,Implantation,1.441258e+16,4.105479e+16,6.938858e+16,3.017426e+17,5.999988e+17,32300.241,0.01,104.656,919,157,NOLSM4801821,18,21,06-03-2019 ?? 9:04:30
2,Implantation,5.977156e+15,3.025232e+16,2.080646e+17,2.981962e+17,6.000001e+17,32296.539,0.01,104.819,925,157,NOLSM4811822,18,22,06-03-2019 ?? 9:04:30
1,Implantation,8.132005e+15,4.310909e+16,4.734223e+17,2.990744e+17,6.000012e+17,32197.085,0.01,105.348,915,158,NOLSM4821823,18,23,06-03-2019 ?? 9:04:30
1,Implantation,1.244177e+16,2.178359e+16,1.797424e+17,2.990096e+17,5.999988e+17,32197.037,0.01,104.369,920,157,NOLSM4831824,18,24,06-03-2019 ?? 9:04:30
2,Implantation,8.208941e+15,1.683498e+16,2.46846e+17,2.999754e+17,6.000012e+17,32199.163,0.01,104.691,917,157,NOLSM4841825,18,25,06-03-2019 ?? 9:04:30
3,Implantation,1.312195e+16,6.888679e+16,1.780912e+17,3.005029e+17,6.000014e+17,32201.077,0.01,104.760,918,157,NOLSM4851826,18,26,06-03-2019 ?? 9:04:30
3,Implantation,2.898163e+15,2.765101e+16,1.326546e+17,2.995218e+17,6.000012e+17,32200.053,0.01,104.734,920,157,NOLSM4861827,18,27,06-03-2019 ?? 9:04:30
2,Implantation,1.432705e+16,1.135529e+17,7.155871e+17,3.000172e+17,6.000002e+17,32198.190,0.01,105.230,919,158,NOLSM487191,19,1,07-03-2019 ?? 9:04:30
1,Implantation,1.457009e+16,3.050382e+16,6.522068e+14,3.010536e+17,6.000019e+17,32199.503,0.01,105.251,924,158,NOLSM488192,19,2,07-03-2019 ?? 9:04:30
1,Implantation,1.108847e+16,6.377505e+16,5.783295e+17,3.00178e+17,6.000008e+17,32200.371,0.01,105.420,929,158,NOLSM489193,19,3,07-03-2019 ?? 9:04:30
2,Implantation,9.869708e+15,3.524289e+15,5.917128e+17,2.984957e+17,6.000016e+17,32202.607,0.01,105.815,929,159,NOLSM490194,19,4,07-03-2019 ?? 9:04:30
3,Implantation,1.980424e+16,1.169853e+17,5.281655e+16,2.992995e+17,5.999991e+17,32201.147,0.01,105.922,921,159,NOLSM491195,19,5,07-03-2019 ?? 9:04:30
3,Implantation,1.848932e+16,6.671979e+16,1.108139e+18,2.995294e+17,6.000001e+17,32200.629,0.01,104.247,917,156,NOLSM492196,19,6,07-03-2019 ?? 9:04:30
2,Implantation,1.175312e+16,1.063734e+17,3.208593e+15,3.003263e+17,6.000014e+17,32201.877,0.01,103.995,911,156,NOLSM493197,19,7,07-03-2019 ?? 9:04:30
1,Implantation,1.012385e+16,8.220945e+14,6.043926e+16,3.007006e+17,6e+17,32199.828,0.01,103.871,913,156,NOLSM494198,19,8,07-03-2019 ?? 9:04:30
1,Implantation,9.203167e+15,5.371602e+13,1.377198e+17,2.997396e+17,6.000007e+17,32202.069,0.01,103.928,914,156,NOLSM495199,19,9,07-03-2019 ?? 9:04:30
2,Implantation,2.13679e+16,4.119862e+16,3.610071e+17,2.994458e+17,5.99999e+17,32200.463,0.01,104.322,910,156,NOLSM4961910,19,10,07-03-2019 ?? 9:04:30
3,Implantation,8.755727e+15,8.526622e+16,4.279775e+17,2.990005e+17,5.999995e+17,32201.824,0.01,103.807,908,156,NOLSM4971911,19,11,07-03-2019 ?? 9:04:30
3,Implantation,1.158336e+16,9.997915e+16,3.542945e+17,3.00976e+17,6.000009e+17,32198.962,0.01,103.525,915,155,NOLSM4981912,19,12,07-03-2019 ?? 9:04:30
2,Implantation,2.111969e+16,3.969424e+15,6.118652e+15,2.994985e+17,6.000002e+17,32203.539,0.01,104.830,916,157,NOLSM4991913,19,13,07-03-2019 ?? 9:04:30
1,Implantation,1.920627e+16,5.967488e+15,1.151856e+18,3.006004e+17,5.999987e+17,32200.183,0.01,104.759,911,157,NOLSM5001914,19,14,07-03-2019 ?? 9:04:30
1,Implantation,1.516853e+16,3.958197e+16,2.290623e+17,2.994535e+17,5.999992e+17,32195.713,0.01,103.775,919,156,NOLSM5011915,19,15,07-03-2019 ?? 9:04:30
2,Implantation,5.707312e+15,2.777222e+16,3.420793e+17,2.990722e+17,6.000017e+17,32200.514,0.01,105.075,920,158,NOLSM5021916,19,16,07-03-2019 ?? 9:04:30
3,Implantation,1.09791e+16,9.195427e+16,6.332354e+17,3.006892e+17,6.00002e+17,32201.656,0.01,105.210,920,158,NOLSM5031917,19,17,07-03-2019 ?? 9:04:30
3,Implantation,1.068695e+16,9.356988e+16,3.586589e+17,3.003867e+17,6.000002e+17,32199.318,0.01,104.965,915,157,NOLSM5041918,19,18,07-03-2019 ?? 9:04:30
2,Implantation,4.912515e+15,3.957131e+16,9.833466e+16,3.011668e+17,6.000004e+17,32302.153,0.01,102.335,916,154,NOLSM5051919,19,19,07-03-2019 ?? 9:04:30
1,Implantation,1.473393e+16,5.303321e+16,9.01001e+14,3.005883e+17,5.999993e+17,32298.512,0.01,102.651,920,154,NOLSM5061920,19,20,07-03-2019 ?? 9:04:30
1,Implantation,1.008231e+16,1.394305e+16,8.291471e+16,3.007932e+17,5.999998e+17,32298.272,0.01,103.731,928,156,NOLSM5071921,19,21,07-03-2019 ?? 9:04:30
2,Implantation,3.48377e+15,1.560471e+16,1.967941e+17,2.99682e+17,6.000006e+17,32302.224,0.01,103.843,913,156,NOLSM5081922,19,22,07-03-2019 ?? 9:04:30
3,Implantation,2.025053e+16,7.671707e+16,1.029734e+18,3.001024e+17,5.999987e+17,32300.691,0.01,102.818,918,154,NOLSM5091923,19,23,07-03-2019 ?? 9:04:30
2,Implantation,2.017836e+16,2.017819e+17,5.759511e+17,2.997575e+17,5.999998e+17,32299.170,0.01,103.007,920,155,NOLSM5101924,19,24,07-03-2019 ?? 9:04:30
1,Implantation,1.233962e+16,8.017102e+16,8.918399e+16,2.990972e+17,6.000008e+17,32299.206,0.01,103.562,924,155,NOLSM5111925,19,25,07-03-2019 ?? 9:04:30
1,Implantation,2.142128e+16,1.670047e+17,1.207466e+18,3.004406e+17,6.000001e+17,32302.035,0.01,103.077,913,155,NOLSM5121926,19,26,07-03-2019 ?? 9:04:30
2,Implantation,8.621259e+15,8.167183e+15,4.527591e+17,2.997067e+17,5.999988e+17,32299.620,0.01,102.519,910,154,NOLSM5131927,19,27,07-03-2019 ?? 9:04:30
3,Implantation,1.850518e+16,6.324124e+16,4.409846e+13,2.995988e+17,6.000005e+17,32301.028,0.01,102.218,907,153,NOLSM514201,20,1,08-03-2019 ?? 9:04:30
3,Implantation,2.140434e+16,1.905127e+17,8.694113e+17,3.003798e+17,5.999993e+17,32301.566,0.01,102.284,912,153,NOLSM515202,20,2,08-03-2019 ?? 9:04:30
2,Implantation,2.809991e+15,1.86615e+16,6.387481e+16,2.9995e+17,5.999993e+17,32299.398,0.01,103.155,907,155,NOLSM516203,20,3,08-03-2019 ?? 9:04:30
1,Implantation,7.68207e+15,7.680674e+16,1.616203e+15,2.984998e+17,5.999999e+17,32297.597,0.01,102.491,923,154,NOLSM517204,20,4,08-03-2019 ?? 9:04:30
1,Implantation,1.346997e+16,1.47066e+16,4.3946927937,3.009208e+17,5.999995e+17,32298.998,0.01,104.300,919,156,NOLSM518205,20,5,08-03-2019 ?? 9:04:30
2,Implantation,1.037538e+16,1.674795e+16,3.086735e+17,3.000883e+17,6.000002e+17,32298.324,0.01,103.594,919,155,NOLSM519206,20,6,08-03-2019 ?? 9:04:30
3,Implantation,4.506714e+15,2.930266e+14,2.293868e+12,2.993495e+17,5.999999e+17,32301.632,0.01,103.396,917,155,NOLSM520207,20,7,08-03-2019 ?? 9:04:30
2,Implantation,6.349694e+15,3.41666e+16,3.370315e+17,2.977419e+17,5.999995e+17,32300.207,0.01,103.917,921,156,NOLSM521208,20,8,08-03-2019 ?? 9:04:30
1,Implantation,5.820501e+15,4.178674e+16,3.270174e+17,3.009813e+17,5.999995e+17,32296.267,0.01,104.578,920,157,NOLSM522209,20,9,08-03-2019 ?? 9:04:30
1,Implantation,3.915755e+15,3.057635e+15,6.150634e+14,2.990698e+17,5.999996e+17,32299.096,0.01,103.946,926,156,NOLSM5232010,20,10,08-03-2019 ?? 9:04:30
2,Implantation,1.321816e+16,6.50648e+16,6.626669e+17,2.989232e+17,6.000001e+17,32301.184,0.01,104.294,926,156,NOLSM5242011,20,11,08-03-2019 ?? 9:04:30
3,Implantation,8.594768e+15,7.027655e+14,3.467527e+12,3.003801e+17,6.000022e+17,32299.768,0.01,103.934,917,156,NOLSM5252012,20,12,08-03-2019 ?? 9:04:30
3,Implantation,9.399084e+15,2.126584e+16,5.528962e+17,3.010853e+17,5.999999e+17,32299.450,0.01,103.629,923,155,NOLSM5262013,20,13,08-03-2019 ?? 9:04:30
2,Implantation,9.463841e+15,7.491501e+16,5.669772e+17,3.001782e+17,5.999997e+17,32300.321,0.01,103.980,925,156,NOLSM5272014,20,14,08-03-2019 ?? 9:04:30
1,Implantation,1.676004e+16,1.672275e+17,9.985389e+17,3.020277e+17,6e+17,32298.304,0.01,104.293,928,156,NOLSM5282015,20,15,08-03-2019 ?? 9:04:30
1,Implantation,8.589849e+15,1.984643e+16,4.286924e+16,2.994969e+17,5.999997e+17,32298.664,0.01,104.627,928,157,NOLSM5292016,20,16,08-03-2019 ?? 9:04:30
2,Implantation,1.535906e+16,5.107125e+16,1.430288e+16,2.99028e+17,5.999997e+17,32298.650,0.01,104.337,927,157,NOLSM5302017,20,17,08-03-2019 ?? 9:04:30
3,Implantation,5.081659e+15,5.320792e+15,7.892342e+16,2.972893e+17,6.000011e+17,32299.380,0.01,104.284,927,156,NOLSM5312018,20,18,08-03-2019 ?? 9:04:30
3,Implantation,1.627556e+16,1.345598e+13,2.804481e+15,2.990329e+17,6e+17,32296.996,0.01,104.359,926,157,NOLSM5322019,20,19,08-03-2019 ?? 9:04:30
2,Implantation,1.227509e+16,1.058128e+17,7.106542e+17,2.999918e+17,5.999992e+17,32300.456,0.01,104.261,925,156,NOLSM5332020,20,20,08-03-2019 ?? 9:04:30
1,Implantation,1.680407e+16,1.602298e+17,8.376132e+17,2.996868e+17,6.000008e+17,32302.568,0.01,104.247,929,156,NOLSM5342021,20,21,08-03-2019 ?? 9:04:30
1,Implantation,1.799584e+16,1.490692e+17,6.06571e+17,2.996071e+17,5.999983e+17,32302.655,0.01,104.490,925,157,NOLSM5352022,20,22,08-03-2019 ?? 9:04:30
2,Implantation,2.175343e+16,1.451187e+16,4.032928e+13,2.978189e+17,5.999993e+17,32300.280,0.01,104.234,926,156,NOLSM5362023,20,23,08-03-2019 ?? 9:04:30
3,Implantation,1.247549e+16,1.583645e+14,131373194.56,2.991355e+17,6.000008e+17,32298.299,0.01,104.196,922,156,NOLSM5372024,20,24,08-03-2019 ?? 9:04:30
2,Implantation,1.460877e+16,2.45635e+16,5.511528e+14,3.008366e+17,5.999985e+17,32299.462,0.01,103.987,926,156,NOLSM5382025,20,25,08-03-2019 ?? 9:04:30
1,Implantation,6.432183e+15,6.425273e+16,2.929125e+17,2.996839e+17,5.999996e+17,32299.684,0.01,104.527,931,157,NOLSM5392026,20,26,08-03-2019 ?? 9:04:30
1,Implantation,1.7035e+16,4.147808e+16,9.196357e+15,2.997427e+17,6.000024e+17,32302.118,0.01,104.586,929,157,NOLSM5402027,20,27,08-03-2019 ?? 9:04:30
2,Implantation,1.96097e+16,1.650201e+17,2.111725e+17,3.004396e+17,6.000004e+17,32302.213,0.01,104.667,934,157,NOLSM541211,21,1,17-02-2019 ?? 9:04:30
3,Implantation,1.308904e+16,1.300819e+17,6.302677e+17,3.012086e+17,5.999987e+17,32301.804,0.01,105.498,933,158,NOLSM542212,21,2,17-02-2019 ?? 9:04:30
3,Implantation,2.125899e+16,1.543539e+17,1.018508e+12,3.010809e+17,5.999999e+17,32300.133,0.01,104.943,931,157,NOLSM543213,21,3,17-02-2019 ?? 9:04:30
2,Implantation,1.350751e+16,1.069734e+17,1.027742e+16,2.992235e+17,5.999984e+17,32300.191,0.01,105.104,928,158,NOLSM544214,21,4,17-02-2019 ?? 9:04:30
1,Implantation,5.85471e+15,3.488347e+16,2.279936e+16,2.983283e+17,6.000004e+17,32299.577,0.01,105.413,938,158,NOLSM545215,21,5,17-02-2019 ?? 9:04:30
1,Implantation,1.853831e+16,2.197453e+15,27458226884,3.015342e+17,6.000014e+17,32299.568,0.01,106.433,938,160,NOLSM546216,21,6,17-02-2019 ?? 9:04:30
2,Implantation,1.561375e+16,4.392698e+13,1.086227e+14,3.005677e+17,5.999997e+17,32299.833,0.01,106.404,932,160,NOLSM547217,21,7,17-02-2019 ?? 9:04:30
3,Implantation,1.677202e+16,1.425758e+16,9.806102e+13,3.006389e+17,5.999994e+17,32300.763,0.01,105.575,937,158,NOLSM548218,21,8,17-02-2019 ?? 9:04:30
3,Implantation,1.425577e+16,1.067394e+17,5.712897e+17,2.985864e+17,5.999989e+17,32302.167,0.01,105.563,922,158,NOLSM549219,21,9,17-02-2019 ?? 9:04:30
2,Implantation,1.682071e+16,1.644341e+17,7.773067e+17,2.996121e+17,6.000002e+17,32302.291,0.01,104.263,929,156,NOLSM5502110,21,10,17-02-2019 ?? 9:04:30
1,Implantation,1.458615e+16,2.268193e+15,5.918993e+16,2.999739e+17,5.999994e+17,32297.831,0.01,104.728,927,157,NOLSM5512111,21,11,17-02-2019 ?? 9:04:30
1,Implantation,1.434732e+16,1.119017e+17,5.203615e+17,2.987086e+17,6.000005e+17,32301.493,0.01,104.633,924,157,NOLSM5522112,21,12,17-02-2019 ?? 9:04:30
3,Implantation,1.034814e+16,1.028102e+17,5.834043e+17,2.997104e+17,6.000015e+17,32300.641,0.01,104.301,923,156,NOLSM5532113,21,13,17-02-2019 ?? 9:04:30
3,Implantation,1.780578e+16,1.351668e+17,3.207938e+16,3.004882e+17,6.000002e+17,32301.962,0.01,104.592,924,157,NOLSM5542114,21,14,17-02-2019 ?? 9:04:30
2,Implantation,4.872303e+15,1.44659e+16,2.917002e+17,3.022345e+17,5.999988e+17,32296.959,0.01,104.787,923,157,NOLSM5552115,21,15,17-02-2019 ?? 9:04:30
1,Implantation,1.168006e+16,1.157667e+17,9.426618e+16,3.019191e+17,6.000007e+17,32299.553,0.01,104.375,929,157,NOLSM5562116,21,16,17-02-2019 ?? 9:04:30
1,Implantation,7.556981e+15,2.9316e+16,8.941048e+14,2.994184e+17,6.000002e+17,32300.000,0.01,104.659,918,157,NOLSM5572117,21,17,17-02-2019 ?? 9:04:30
2,Implantation,1.541319e+16,1.36466e+17,1.887095e+17,3.003867e+17,5.999998e+17,32299.332,0.01,103.766,921,156,NOLSM5582118,21,18,17-02-2019 ?? 9:04:30
3,Implantation,5.274932e+15,4.070789e+16,1.087434e+17,2.997984e+17,5.999989e+17,32302.041,0.01,104.078,921,156,NOLSM5592119,21,19,17-02-2019 ?? 9:04:30
2,Implantation,6.882708e+15,5.418672e+16,6.583192e+16,3.000671e+17,5.999987e+17,32305.414,0.01,103.699,921,156,NOLSM5602120,21,20,17-02-2019 ?? 9:04:30
1,Implantation,1.622339e+16,1.396531e+17,2.960193e+16,2.988304e+17,5.999986e+17,32299.686,0.01,103.919,920,156,NOLSM5612121,21,21,17-02-2019 ?? 9:04:30
1,Implantation,7.512348e+15,5.460003e+16,1.323255e+17,2.991848e+17,6.000009e+17,32300.601,0.01,103.634,916,155,NOLSM5622122,21,22,17-02-2019 ?? 9:04:30
2,Implantation,5.254092e+15,2.147564e+15,2.272695e+12,3.001018e+17,5.999981e+17,32299.226,0.01,103.488,919,155,NOLSM5632123,21,23,17-02-2019 ?? 9:04:30
3,Implantation,1.753976e+16,1.545131e+17,1.036657e+18,3.013566e+17,6.000022e+17,32298.267,0.01,103.604,918,155,NOLSM5642124,21,24,17-02-2019 ?? 9:04:30
3,Implantation,9.734391e+15,5.092117e+14,6.02263e+15,3.003824e+17,6.000006e+17,32299.142,0.01,103.249,920,155,NOLSM5652125,21,25,17-02-2019 ?? 9:04:30
2,Implantation,2.071995e+16,1.221343e+17,4.112089e+17,3.00455e+17,5.999993e+17,32301.724,0.01,103.595,918,155,NOLSM5662126,21,26,17-02-2019 ?? 9:04:30
1,Implantation,1.075647e+16,1.530867e+16,6.88983e+15,3.014131e+17,5.999984e+17,32202.644,0.01,103.192,924,155,NOLSM5672127,21,27,17-02-2019 ?? 9:04:30
1,Implantation,4.054606e+15,3.161613e+16,9.624934e+16,2.995692e+17,5.999991e+17,32198.012,0.01,103.689,919,156,NOLSM568221,22,1,18-02-2019 ?? 9:04:30
2,Implantation,1.435361e+16,2.237051e+16,6.578329e+17,2.99596e+17,6.000015e+17,32300.163,0.01,103.658,921,155,NOLSM569222,22,2,18-02-2019 ?? 9:04:30
3,Implantation,1.205646e+16,1.05996e+17,6.483868e+17,2.992445e+17,6.000006e+17,32297.580,0.01,103.738,923,156,NOLSM570223,22,3,18-02-2019 ?? 9:04:30
3,Implantation,2.17805e+16,4.785945e+15,5.610179e+14,3.008171e+17,5.999996e+17,32297.140,0.01,103.626,927,155,NOLSM571224,22,4,18-02-2019 ?? 9:04:30
2,Implantation,1.336603e+16,1.098277e+17,3.009781e+17,3.002058e+17,5.999984e+17,32300.024,0.01,103.918,925,156,NOLSM572225,22,5,18-02-2019 ?? 9:04:30
1,Implantation,4.661861e+15,9.728148e+14,11180016284,3.013489e+17,6.000006e+17,32199.199,0.01,103.953,925,156,NOLSM573226,22,6,18-02-2019 ?? 9:04:30
1,Implantation,1.101931e+16,6.657977e+16,5.200217e+17,3.001625e+17,6.000001e+17,32300.098,0.01,103.460,920,155,NOLSM574227,22,7,18-02-2019 ?? 9:04:30
2,Implantation,6.304669e+15,4.310199e+16,9.923421e+16,3.001022e+17,6.000001e+17,32299.356,0.01,103.489,925,155,NOLSM575228,22,8,18-02-2019 ?? 9:04:30
3,Implantation,8.112609e+15,1.609235e+16,3.284759e+14,2.99106e+17,6.000013e+17,32300.822,0.01,103.375,920,155,NOLSM576229,22,9,18-02-2019 ?? 9:04:30
3,Implantation,1.399917e+16,1.019724e+17,3.067812e+17,3.01616e+17,5.999993e+17,32297.222,0.01,103.153,920,155,NOLSM5772210,22,10,18-02-2019 ?? 9:04:30
2,Implantation,9.233485e+15,3.579101e+14,4.44598e+15,3.010695e+17,5.999997e+17,32300.660,0.01,103.914,930,156,NOLSM5782211,22,11,18-02-2019 ?? 9:04:30
1,Implantation,8.778897e+15,2.113152e+16,2.765295e+17,2.995187e+17,6.000019e+17,32301.818,0.01,103.622,924,155,NOLSM5792212,22,12,18-02-2019 ?? 9:04:30
1,Implantation,2.127015e+16,8.909845e+16,1.116386e+18,3.00412e+17,5.999999e+17,32295.402,0.01,103.139,917,155,NOLSM5802213,22,13,18-02-2019 ?? 9:04:30
2,Implantation,1.706262e+16,1.653372e+17,1.18708e+17,3.000338e+17,5.999988e+17,32299.416,0.01,103.163,917,155,NOLSM5812214,22,14,18-02-2019 ?? 9:04:30
3,Implantation,1.929301e+16,1.851121e+17,6.740575e+17,2.994526e+17,6.000002e+17,32301.766,0.01,102.853,918,154,NOLSM5822215,22,15,18-02-2019 ?? 9:04:30
3,Implantation,8.668731e+15,2.405314e+15,1.053866e+15,2.982603e+17,5.999988e+17,32501.321,0.01,104.402,927,157,NOLSM5832216,22,16,18-02-2019 ?? 9:04:30
2,Implantation,7.581893e+15,7.067728e+16,1.939261e+17,3.008444e+17,6.000007e+17,32501.935,0.01,104.000,927,156,NOLSM5842217,22,17,18-02-2019 ?? 9:04:30
1,Implantation,9.882722e+15,5.588606e+16,5.929431e+17,2.992745e+17,5.999985e+17,32498.654,0.01,103.490,927,155,NOLSM5852218,22,18,18-02-2019 ?? 9:04:30
1,Implantation,9.4977e+15,6.416387e+16,3.642057e+17,3.012984e+17,5.999982e+17,32500.345,0.01,103.177,926,155,NOLSM5862219,22,19,18-02-2019 ?? 9:04:30
2,Implantation,9.804027e+15,8.063047e+16,1.271506e+16,3.00388e+17,6.000016e+17,32497.667,0.01,103.741,926,156,NOLSM5872220,22,20,18-02-2019 ?? 9:04:30
3,Implantation,2.080805e+16,2.002977e+17,1.245315e+18,3.007124e+17,5.999989e+17,32501.596,0.01,103.599,926,155,NOLSM5882221,22,21,18-02-2019 ?? 9:04:30
2,Implantation,1.973233e+16,8.132774e+16,1.193453e+13,3.005379e+17,5.999984e+17,32501.542,0.01,103.118,925,155,NOLSM5892222,22,22,18-02-2019 ?? 9:04:30
1,Implantation,1.417893e+16,1.175317e+17,8.496441e+17,3.00091e+17,5.999983e+17,32500.363,0.01,103.119,926,155,NOLSM5902223,22,23,18-02-2019 ?? 9:04:30
1,Implantation,1.62686e+16,1.388425e+17,9.071046e+17,2.99509e+17,6.000016e+17,32501.471,0.01,102.863,929,154,NOLSM5912224,22,24,18-02-2019 ?? 9:04:30
2,Implantation,2.693722e+15,4.592241e+12,1.398246e+15,3.006642e+17,6e+17,32501.237,0.01,103.318,929,155,NOLSM5922225,22,25,18-02-2019 ?? 9:04:30
3,Implantation,2.028336e+16,1.447255e+17,7.186331e+17,3.004878e+17,6.000003e+17,32498.772,0.01,102.939,925,154,NOLSM5932226,22,26,18-02-2019 ?? 9:04:30
