,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,No_Die,Reinforcement,Unnamed: 0_x,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Range_check,Unnamed: 0_y,Etching_Chamber,Process 3,Temp_Etching,Source_Power,Selectivity,Thin Film 4,Thin Film 3,Thin Film 2,Thin Film 1,Etching_rate,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Target,Error_message,target_binom,Chamber_Route
658,2,Oxidation,dry,874.10207371,O2,22.34,0.227,234.0,723.381,NOLSM6592511,False,658,1,Photo,1.3234884356997556,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005,3,58.063,H,405,512.695,108.272,False,658,3,Etching,72.338,51.358,1.034,482.0,498.11,534.9,591.99,2.74975,3,Implantation,1.153166e+16,1.020129e+17,421216908.17,3.00417e+17,5.999995e+17,32043.72,103.396,907.0,155,336,[['Edge-Loc']],1.0,route_21333
659,2,Oxidation,dry,875.05305421,O2,22.43,0.226,233.0,722.703,NOLSM6602512,False,659,2,Photo,1.0377314142122087,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99,1,50.02,H,405,509.081,108.833,True,659,3,Etching,72.27,51.723,1.043,459.0,474.34,511.06,568.4699999999999,2.736749999999998,3,Implantation,1.689894e+16,149654200000000.0,1118232000000.0,3.003419e+17,6.000023e+17,32055.941,104.309,890.0,156,228,[['Edge-Loc']],1.0,route_22133
660,2,Oxidation,dry,875.15217541,O2,22.42,0.227,234.0,723.896,NOLSM6612513,False,660,2,Photo,1.165152395767449,17.474,14.98,20.001,196.599,90.0,496.599,3931.979,4914.974,4.921,90.03,29.997,2,48.183,H,405,514.696,109.543,True,660,2,Etching,72.39,51.761,1.044,405.0,421.24,458.11,515.55,2.763749999999999,2,Implantation,1.108048e+16,2.023434e+16,4.483761e+17,2.996603e+17,5.999989e+17,32051.147,104.403,861.0,157,300,[['Edge-Loc']],1.0,route_22222
661,2,Oxidation,dry,875.15575883,O2,22.41,0.228,235.0,724.612,NOLSM6622514,False,661,2,Photo,1.0732747568334502,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001,3,53.61,H,405,506.237,109.439,True,661,1,Etching,72.461,51.859,1.046,361.0,375.66,412.43,469.5,2.7125,1,Implantation,1.745435e+16,1029620000000000.0,1398949000000000.0,3.014258e+17,5.999992e+17,32044.633,104.649,865.0,157,195,[['Random']],1.0,route_22311
662,2,Oxidation,dry,874.83729384,O2,22.4,0.227,234.0,723.873,NOLSM6632515,False,662,3,Photo,1.0033974939742558,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30.0,1,50.972,H,405,517.785,108.759,True,662,1,Etching,72.387,51.904,1.048,360.0,377.34,414.1,471.52,2.7879999999999994,1,Implantation,1.61614e+16,8.145591e+16,9.079978e+17,3.022077e+17,6.000001e+17,32039.65,104.761,865.0,157,204,[['Loc']],1.0,route_23111
663,2,Oxidation,dry,874.78910831,O2,22.42,0.226,233.0,722.593,NOLSM6642516,False,663,3,Photo,1.0748688011760883,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004,2,52.501,H,405,520.299,108.751,True,663,2,Etching,72.259,51.64,1.041,512.0,527.47,564.3000000000001,621.5600000000001,2.7390000000000017,2,Implantation,2.115645e+16,5.502364e+16,7.855658e+17,3.003929e+17,5.999987e+17,32041.139,104.099,865.0,156,279,[['Scratch']],1.0,route_23222
664,2,Oxidation,dry,875.34325669,O2,22.43,0.225,232.0,721.472,NOLSM6652517,False,664,3,Photo,1.038329715037864,16.874,14.935,20.002,197.908,90.0,497.908,3958.163,4947.703,4.948,89.742,30.008,3,59.303,H,405,521.322,108.191,False,664,3,Etching,72.147,51.659,1.041,350.0,365.09,401.83,459.33,2.7332499999999995,3,Implantation,7162873000000000.0,5.155819e+16,2.900961e+17,3.007074e+17,6.000005e+17,32043.715,104.149,865.0,156,207,[['Loc']],1.0,route_23333
665,3,Oxidation,dry,874.45625812,O2,22.44,0.223,230.0,719.897,NOLSM6662518,False,665,1,Photo,1.1463572026872253,16.873,15.058,19.998,197.135,90.0,497.135,3942.703,4928.379,4.93,90.142,30.004,1,50.741,H,405,511.704,108.741,True,665,3,Etching,71.99,51.402,1.035,368.0,383.14,419.85,476.92,2.7230000000000003,3,Implantation,1.408285e+16,2955731000000000.0,2938108000000000.0,2.9964e+17,5.999995e+17,32040.817,103.505,869.0,155,198,[['Random']],1.0,route_31133
666,3,Oxidation,dry,874.77578479,O2,22.46,0.223,230.0,719.597,NOLSM6672519,False,666,1,Photo,1.0808475358553138,17.563,15.041,19.999,197.621,90.0,497.621,3952.427,4940.533,4.943,90.229,30.003,2,53.886,H,405,515.112,108.533,True,666,2,Etching,71.96,51.656,1.041,358.0,373.12,409.88,467.23,2.7307500000000005,2,Implantation,6129271000000000.0,5264986000000000.0,8209553000000000.0,2.984594e+17,5.999988e+17,32047.486,104.14,865.0,156,246,[['Loc']],1.0,route_31222
667,3,Oxidation,dry,874.72944725,O2,22.44,0.223,230.0,719.49,NOLSM6682520,False,667,1,Photo,0.9842903297492264,18.108,14.979,19.998,197.925,90.0,497.925,3958.498,4948.123,4.968,90.813,30.006,3,57.694,H,405,517.704,109.56,False,667,1,Etching,71.949,51.897,1.047,351.0,364.66,401.34,458.84,2.6959999999999993,1,Implantation,8998365000000000.0,1284093000000000.0,1.842116e+17,2.992737e+17,5.999989e+17,32043.586,104.742,865.0,157,165,none,0.0,route_31311
668,3,Oxidation,dry,874.54713986,O2,22.42,0.223,230.0,719.948,NOLSM6692521,False,668,2,Photo,0.8914254944528966,16.103,15.138,20.001,199.037,90.0,499.037,3980.732,4975.915,4.959,90.688,29.997,1,49.549,H,405,506.229,108.891,True,668,1,Etching,71.995,51.695,1.042,287.0,301.76,338.4,395.5,2.7125,1,Implantation,6771267000000000.0,6.763917e+16,639077300000000.0,2.986218e+17,5.999999e+17,32469.85,104.238,865.0,156,114,none,0.0,route_32111
669,3,Oxidation,dry,874.40681554,O2,22.43,0.221,228.0,717.634,NOLSM6702522,False,669,2,Photo,0.9435588642540896,17.569,15.01,20.0,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001,2,50.569,H,405,517.177,109.006,True,669,2,Etching,71.763,51.814,1.045,235.0,250.05,286.71000000000004,344.15000000000003,2.7287500000000007,2,Implantation,1.148317e+16,2.068288e+16,5.881171e+17,2.993236e+17,5.999999e+17,32466.046,104.536,866.0,157,156,none,0.0,route_32222
670,3,Oxidation,dry,874.134752,O2,22.45,0.221,228.0,718.016,NOLSM6712523,False,670,2,Photo,0.9569778970580692,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999,3,56.486,H,405,514.541,108.966,False,670,3,Etching,71.802,51.832,1.046,599.0,615.47,652.47,709.5400000000001,2.763500000000002,3,Implantation,4770092000000000.0,5096856000000000.0,5.092811e+16,3.00741e+17,6.000016e+17,32467.764,104.579,863.0,157,492,[['Edge-Loc']],1.0,route_32333
672,3,Oxidation,dry,874.6530759,O2,22.47,0.222,229.0,718.56,NOLSM6732525,False,672,3,Photo,0.8426810714713071,16.67,15.088,20.001,199.459,90.0,499.459,3989.173,4986.466,4.985,91.101,30.002,3,56.147,H,405,513.714,109.59,False,672,1,Etching,71.856,52.061,1.052,190.0,203.81,240.41,297.53,2.688249999999999,1,Implantation,1.750719e+16,1.742057e+17,4.082112e+16,2.989468e+17,6.00001e+17,32471.558,105.153,861.0,158,84,none,0.0,route_33311
673,1,Oxidation,dry,874.30819934,O2,22.46,0.222,229.0,719.062,NOLSM6742526,False,673,1,Photo,0.7953383818526812,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988,1,45.919,H,405,509.917,109.675,True,673,1,Etching,71.906,52.033,1.051,170.0,184.1,220.69,278.12,2.7030000000000003,1,Implantation,2.088769e+16,1.521224e+16,42134510000000.0,2.991088e+17,5.999999e+17,32468.26,105.083,861.0,158,66,none,0.0,route_11111
674,1,Oxidation,dry,874.65409871,O2,22.45,0.222,229.0,718.585,NOLSM6752527,False,674,1,Photo,0.9367980649241868,16.945,14.964,19.998,199.438,90.0,499.438,3988.767,4985.959,4.983,91.026,30.01,3,56.018,H,405,513.127,109.679,False,674,3,Etching,71.859,52.073,1.052,239.0,254.26,290.92,348.24999999999994,2.7312499999999984,3,Implantation,2439256000000000.0,4187302000000000.0,1.332261e+17,2.989629e+17,5.999992e+17,32469.21,105.182,860.0,158,138,none,0.0,route_11333
675,1,Oxidation,dry,874.76593545,O2,22.47,0.222,229.0,719.042,NOLSM676261,False,675,2,Photo,0.7997786286945077,16.684,15.049,20.004,199.464,90.0,499.464,3989.271,4986.589,4.988,91.042,29.998,1,46.51,H,405,513.166,109.705,True,675,3,Etching,71.904,52.126,1.053,306.0,321.07,357.75,414.82,2.7205,3,Implantation,5909598000000000.0,2.543147e+16,2.641769e+17,3.007852e+17,5.999997e+17,32473.356,105.315,861.0,158,156,none,0.0,route_12133
676,1,Oxidation,dry,874.92134727,O2,22.48,0.222,229.0,719.07,NOLSM677262,False,676,2,Photo,0.7666113950665823,16.93,15.014,20.002,199.89,90.0,499.89,3997.81,4997.262,5.012,91.411,29.996,3,55.266,H,405,508.251,110.249,False,676,1,Etching,71.907,52.343,1.059,283.0,296.97,333.6,390.98,2.6995000000000005,1,Implantation,1.263124e+16,9.819489e+16,7.234647e+17,3.00554e+17,6.000003e+17,32478.804,105.858,860.0,159,102,none,0.0,route_12311
677,1,Oxidation,dry,874.65678494,O2,22.48,0.224,231.0,720.337,NOLSM678263,False,677,3,Photo,0.9045282825347442,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,1,51.201,H,405,518.033,110.26,True,677,1,Etching,72.034,52.308,1.058,272.0,287.79,324.47,381.5100000000001,2.737750000000003,1,Implantation,3882481000000000.0,29619580000000.0,3.895519e+16,2.999554e+17,5.999995e+17,32479.394,105.769,861.0,159,147,none,0.0,route_13111
678,1,Oxidation,dry,874.49514003,O2,22.46,0.223,230.0,720.149,NOLSM679264,False,678,3,Photo,0.8798569206311219,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,2,48.472,H,405,508.752,110.231,True,678,2,Etching,72.015,52.325,1.058,285.0,299.27,335.94,393.46,2.7114999999999996,2,Implantation,1.534502e+16,8.621582e+16,9.198961e+17,3.001731e+17,6.000013e+17,32475.954,105.814,860.0,159,129,none,0.0,route_13222
679,1,Oxidation,dry,874.64752244,O2,22.48,0.223,230.0,720.06,NOLSM680265,False,679,3,Photo,0.8220225986769005,16.456,15.005,20.004,200.524,90.0,500.524,4010.486,5013.107,5.012,91.542,30.0,3,57.166,H,405,511.851,110.369,False,679,3,Etching,72.006,52.381,1.06,201.0,215.85,252.48,309.93,2.72325,3,Implantation,4099109000000000.0,1.673806e+16,1.769181e+16,2.980058e+17,5.999999e+17,32473.014,105.952,861.0,159,93,none,0.0,route_13333
680,2,Oxidation,dry,874.65000102,O2,22.51,0.223,230.0,719.864,NOLSM681266,False,680,1,Photo,0.8133258688182703,16.714,14.991,19.999,200.489,90.0,500.489,4009.779,5012.223,5.013,91.805,29.994,1,54.164,H,405,513.493,110.857,True,680,3,Etching,71.986,52.406,1.06,306.0,320.04,356.69,413.98,2.6995000000000005,3,Implantation,1.97997e+16,9.276708e+16,1.176497e+18,3.005001e+17,6.000003e+17,32492.602,106.016,860.0,159,120,none,0.0,route_21133
681,2,Oxidation,dry,875.24900533,O2,22.49,0.225,232.0,721.949,NOLSM682267,False,681,1,Photo,0.8365613087403203,16.767,14.876,20.001,201.054,90.0,501.054,4021.084,5026.355,5.027,91.705,29.988,2,56.267,H,405,512.855,110.866,False,681,2,Etching,72.195,52.573,1.064,233.0,247.36,284.0,341.53,2.7132499999999995,2,Implantation,1.692518e+16,1.597368e+17,7.43955e+17,2.999577e+17,5.999997e+17,32486.114,106.433,861.0,160,90,none,0.0,route_21222
682,2,Oxidation,dry,874.97223993,O2,22.48,0.225,232.0,721.375,NOLSM683268,False,682,1,Photo,0.8424332039863929,16.059,15.133,19.999,201.209,90.0,501.209,4024.184,5030.23,5.031,91.794,30.002,3,58.781,H,405,512.409,110.764,False,682,1,Etching,72.137,52.568,1.064,245.0,259.2,295.84,353.16,2.7040000000000006,1,Implantation,1.49088e+16,1.490571e+17,3.502527e+16,3.005733e+17,6.000021e+17,32477.288,106.419,861.0,160,96,none,0.0,route_21311
683,2,Oxidation,dry,874.91062954,O2,22.48,0.225,232.0,721.646,NOLSM684269,False,683,2,Photo,0.8532923639720337,16.927,14.849,19.998,201.214,90.0,501.214,4024.274,5030.342,5.027,91.805,30.006,1,52.511,H,405,508.852,110.863,True,683,1,Etching,72.165,52.593,1.065,341.0,355.23,391.92,449.39,2.7097499999999997,1,Implantation,1.6116e+16,2.891635e+16,4.603472e+17,2.996846e+17,5.999995e+17,32475.062,106.482,861.0,160,141,none,0.0,route_22111
684,2,Oxidation,dry,874.93448898,O2,22.48,0.225,232.0,721.658,NOLSM6852610,False,684,2,Photo,0.6969349903417152,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,2,52.717,H,405,506.429,110.82,True,684,2,Etching,72.166,52.621,1.066,251.0,265.85,302.53000000000003,359.97,2.7242500000000005,2,Implantation,1.483133e+16,8057589000000000.0,160678728647.0,2.990721e+17,6.000012e+17,32474.777,106.552,860.0,160,129,none,0.0,route_22222
685,2,Oxidation,wet,1272.9442249,H2O,44.95,0.225,32.0,727.786,NOLSM6862611,False,685,2,Photo,0.7887228841518659,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,3,57.235,H,405,508.916,110.701,False,685,3,Etching,72.779,52.57,1.064,301.0,315.92,352.64,409.92,2.7230000000000003,3,Implantation,1.598164e+16,6668107000000000.0,1.654884e+17,2.996387e+17,6.00001e+17,32474.989,106.425,860.0,160,111,none,0.0,route_22333
686,2,Oxidation,wet,1279.5743018,H2O,45.02,0.225,32.0,725.688,NOLSM6872612,False,686,3,Photo,0.8176464554949657,13.75,14.907,20.003,201.124,90.0,501.124,4022.471,5028.089,5.008,91.72,29.989,1,54.258,H,405,514.94,110.788,True,686,3,Etching,72.569,52.282,1.057,322.0,336.45,373.18,430.7,2.7175,3,Implantation,1.516271e+16,1.005179e+17,7.623187e+17,2.990875e+17,6.000001e+17,32484.167,105.706,861.0,159,141,none,0.0,route_23133
687,2,Oxidation,wet,1278.1512038,H2O,44.99,0.225,32.0,714.309,NOLSM6882613,False,687,3,Photo,0.8247149523923486,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,2,56.404,H,405,515.305,110.746,False,687,2,Etching,71.431,52.567,1.064,437.0,452.45,489.17,546.38,2.7344999999999997,2,Implantation,1.28592e+16,9.994934e+16,1.563533e+16,3.009282e+17,6.000003e+17,32482.503,106.417,861.0,160,240,[['Loc']],1.0,route_23222
688,2,Oxidation,wet,1272.0187588,H2O,44.97,0.225,32.0,725.202,NOLSM6892614,False,688,3,Photo,0.7304911195063164,20.046,15.084,20.01,201.088,90.0,501.088,4021.769,5027.211,5.027,91.717,30.0,3,57.353,H,405,509.664,110.657,False,688,1,Etching,72.52,52.483,1.062,356.0,371.2,407.95,465.05,2.7262500000000003,1,Implantation,1.374025e+16,117182949499.0,146815735.85,3.007833e+17,6.000001e+17,32478.466,106.208,861.0,159,165,none,0.0,route_23311
689,3,Oxidation,wet,1273.6738901,H2O,44.96,0.225,32.0,727.572,NOLSM6902615,False,689,1,Photo,0.7847441836612592,13.221,14.966,20.001,201.159,90.0,501.159,4023.187,5028.983,5.028,91.789,29.998,1,50.005,H,405,508.186,110.568,True,689,1,Etching,72.757,52.411,1.06,321.0,336.62,373.4,430.6,2.7400000000000007,1,Implantation,1.647592e+16,1.647327e+17,8.141605e+17,3.032962e+17,5.999998e+17,32471.405,106.027,860.0,159,168,none,0.0,route_31111
690,3,Oxidation,wet,1274.307552,H2O,44.97,0.225,32.0,729.613,NOLSM6912616,False,690,1,Photo,0.9039983589463068,11.396,15.086,20.0,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,2,50.959,H,405,509.796,110.469,True,690,2,Etching,72.961,52.464,1.062,365.0,380.01,416.83,473.97,2.7242500000000005,2,Implantation,2.053833e+16,1.704504e+17,7.404095e+17,2.998679e+17,6.000003e+17,32474.891,106.16,860.0,159,186,none,0.0,route_31222
691,3,Oxidation,wet,1275.4558785,H2O,44.99,0.224,31.0,718.579,NOLSM6922617,False,691,1,Photo,0.8352322261919007,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,3,59.032,H,405,516.204,110.436,False,691,3,Etching,71.858,52.404,1.06,339.0,353.49,390.17,447.42,2.7105000000000006,3,Implantation,1.982968e+16,1.047319e+16,4.000187e+17,2.998699e+17,5.999996e+17,32470.956,106.01,860.0,159,159,none,0.0,route_31333
692,3,Oxidation,wet,1269.8399659,H2O,45.03,0.225,32.0,711.095,NOLSM6932618,False,692,2,Photo,0.8661814731875759,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,1,50.527,H,405,514.286,110.36,True,692,3,Etching,71.11,52.382,1.06,315.0,330.18,366.75,423.89,2.72225,3,Implantation,1.560517e+16,1.123736e+17,2.048584e+16,2.997788e+17,5.999988e+17,32470.502,105.956,860.0,159,126,none,0.0,route_32133
693,3,Oxidation,wet,1268.4965518,H2O,45.01,0.224,31.0,725.309,NOLSM6942619,False,693,2,Photo,0.7810902750474367,20.608,14.928,19.997,201.345,90.0,501.345,4026.909,5033.637,5.034,92.557,30.004,2,60.929,H,405,513.875,111.466,False,693,2,Etching,72.531,52.336,1.058,308.0,322.37,359.11,416.46,2.7114999999999996,2,Implantation,2.066972e+16,1.787139e+16,1.239589e+18,3.01185e+17,5.999993e+17,32479.61,105.84,860.0,159,150,none,0.0,route_32222
694,3,Oxidation,wet,1272.2343191,H2O,44.98,0.227,34.0,725.928,NOLSM6952620,False,694,2,Photo,0.6402331663789125,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30.0,3,52.751,H,405,499.603,110.59,True,694,1,Etching,72.593,52.705,1.068,282.0,297.43,334.11,391.27,2.7317499999999995,1,Implantation,1.799824e+16,8.746376e+16,11461295709.0,3.021966e+17,5.999997e+17,32473.864,106.764,860.0,160,84,none,0.0,route_32311
695,3,Oxidation,wet,1281.9045767,H2O,44.96,0.226,33.0,722.571,NOLSM6962621,False,695,3,Photo,1.0179832133882631,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,1,48.958,H,405,507.852,110.453,True,695,1,Etching,72.257,52.385,1.06,288.0,302.59,339.29999999999995,396.72,2.718000000000001,1,Implantation,1.531583e+16,2.330983e+16,6.907339e+17,3.00477e+17,6.000006e+17,32455.142,105.962,860.0,159,150,none,0.0,route_33111
696,3,Oxidation,wet,1278.7812559,H2O,44.97,0.225,32.0,716.389,NOLSM6972622,False,696,3,Photo,0.9515718217405424,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,2,46.75,H,405,503.27,110.296,True,696,2,Etching,71.639,52.326,1.058,170.0,184.57,221.15,278.2,2.7049999999999996,2,Implantation,1.85785e+16,1.833711e+17,2.228772e+16,2.986291e+17,5.999998e+17,32442.676,105.815,860.0,159,81,none,0.0,route_33222
697,3,Oxidation,wet,1272.2887792,H2O,44.96,0.225,32.0,712.382,NOLSM6982623,False,697,3,Photo,0.8009581360365134,13.568,15.094,19.997,202.152,90.0,502.152,4043.038,5053.797,5.056,92.336,30.001,3,52.937,H,405,503.04,110.208,True,697,3,Etching,71.238,52.285,1.057,163.0,177.36,213.92,271.36,2.7090000000000005,3,Implantation,1.589284e+16,1.295778e+17,3.351824e+17,2.985649e+17,6e+17,32423.651,105.711,860.0,159,96,none,0.0,route_33333
698,1,Oxidation,wet,1277.8484273,H2O,45.01,0.225,32.0,721.441,NOLSM6992624,False,698,1,Photo,0.870138805791552,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,1,47.183,H,405,512.581,109.978,True,698,3,Etching,72.144,52.201,1.055,333.0,347.31,383.96,441.43,2.71075,3,Implantation,1.021895e+16,3254083000000000.0,2.438131e+17,3.004199e+17,5.999997e+17,32413.504,105.503,860.0,158,105,none,0.0,route_11133
699,1,Oxidation,wet,1282.6158735,H2O,44.95,0.225,32.0,725.621,NOLSM7002625,False,699,1,Photo,0.8419759312124994,11.582,15.106,20.0,202.294,90.0,502.294,4045.881,5057.352,5.061,92.313,29.996,2,46.103,H,405,505.509,109.978,True,699,2,Etching,72.562,52.031,1.051,299.0,314.17,350.91,408.0,2.725,2,Implantation,2.024665e+16,1.882127e+17,1.198565e+18,3.005696e+17,5.999999e+17,32415.844,105.079,860.0,158,150,none,0.0,route_11222
700,1,Oxidation,wet,1276.4270829,H2O,44.94,0.224,31.0,715.821,NOLSM7012626,False,700,1,Photo,0.8394075112395083,20.67,14.935,20.004,202.52,90.0,502.52,4050.393,5062.992,5.064,92.442,30.0,3,53.813,H,405,505.441,109.221,True,700,1,Etching,71.582,52.006,1.05,292.0,305.97,342.62,399.66,2.6915000000000004,1,Implantation,2951377000000000.0,3274941000000000.0,1307723000000000.0,3.00529e+17,6.000003e+17,32428.073,105.014,860.0,158,156,none,0.0,route_11311
701,1,Oxidation,wet,1281.1101198,H2O,44.94,0.225,32.0,724.281,NOLSM7022627,False,701,2,Photo,0.8262277987657909,10.83,15.005,19.999,202.335,90.0,502.335,4046.705,5058.382,5.035,92.043,29.994,1,46.438,H,405,507.155,109.398,True,701,1,Etching,72.428,51.709,1.043,249.0,262.75,299.38,356.84,2.6959999999999993,1,Implantation,2.16534e+16,2.165335e+17,3.823157e+17,3.013813e+17,5.999998e+17,32424.728,104.272,860.0,156,57,none,0.0,route_12111
703,1,Oxidation,wet,1273.8982222,H2O,44.97,0.221,28.0,718.015,NOLSM704272,False,703,2,Photo,0.7835347612779706,15.886,14.988,20.003,203.015,89.999,503.015,4060.308,5075.385,5.115,92.854,29.993,3,50.69,H,405,495.893,109.608,True,703,3,Etching,71.801,51.787,1.045,172.0,185.6,222.19,279.27,2.6817499999999996,3,Implantation,1.119563e+16,4.359009e+16,72150123624.0,3.007603e+17,5.999992e+17,32456.369,104.468,861.0,157,72,none,0.0,route_12333
704,1,Oxidation,wet,1274.4422029,H2O,44.97,0.224,31.0,718.058,NOLSM705273,False,704,3,Photo,0.8715576334638199,20.092,14.921,19.997,204.243,89.999,504.243,4084.87,5106.087,5.13,93.143,29.989,1,45.881,H,405,501.478,110.278,True,704,3,Etching,71.806,52.015,1.05,288.0,302.35,338.93,395.98,2.6995000000000005,3,Implantation,2.148572e+16,1.046537e+17,6.250944e+16,3.011449e+17,6.000016e+17,32452.911,105.038,860.0,158,66,none,0.0,route_13133
705,1,Oxidation,wet,1276.432217,H2O,44.89,0.223,30.0,721.87,NOLSM706274,False,705,3,Photo,0.8597582864664353,20.223,15.09,20.006,203.51,90.0,503.51,4070.197,5087.747,5.095,92.6,29.999,2,46.634,H,405,508.483,109.768,True,705,2,Etching,72.187,51.97,1.049,243.0,257.07,293.72,351.0,2.7,2,Implantation,1.529045e+16,23739140000000.0,235443100000000.0,3.003612e+17,6.00002e+17,32423.19,104.926,860.0,157,93,none,0.0,route_13222
706,1,Oxidation,wet,1277.655913,H2O,44.99,0.22,27.0,718.198,NOLSM707275,False,706,3,Photo,0.8555402656455666,18.52,15.161,19.996,199.44,90.0,499.44,3988.797,4985.997,4.985,90.779,30.002,3,58.646,H,405,507.993,108.156,False,706,1,Etching,71.82,51.224,1.031,266.0,281.84,318.39,375.71,2.7427499999999996,1,Implantation,4323006000000000.0,2067721000000000.0,88370220000000.0,3.024722e+17,6.000006e+17,32546.56,103.059,913.0,155,165,none,0.0,route_13311
707,2,Oxidation,wet,1285.0382854,H2O,45.03,0.22,27.0,713.546,NOLSM708276,False,707,1,Photo,0.819672131147541,17.455,15.039,19.997,199.511,90.001,499.511,3990.214,4987.767,4.988,90.615,29.996,1,53.889,H,405,511.276,108.262,True,707,1,Etching,71.355,51.298,1.032,213.0,228.11,264.56,321.71,2.7177499999999997,1,Implantation,6658523000000000.0,5577668000000000.0,1.895967e+16,3.003245e+17,6.000006e+17,32555.893,103.245,910.0,155,105,none,0.0,route_21111
708,2,Oxidation,wet,1268.4538442,H2O,45.04,0.22,27.0,711.421,NOLSM709277,False,708,1,Photo,0.8310013846390536,20.382,15.112,19.994,198.963,90.0,498.963,3979.257,4974.072,4.968,90.171,30.007,2,58.581,H,405,506.76,107.953,False,708,2,Etching,71.142,50.909,1.023,248.0,262.39,298.85,356.17999999999995,2.7044999999999986,2,Implantation,1.762706e+16,413538700000000.0,2609184000000.0,3.009349e+17,5.999989e+17,32556.464,102.271,906.0,153,126,none,0.0,route_21222
709,2,Oxidation,wet,1271.7326716,H2O,45.02,0.217,24.0,711.592,NOLSM710278,False,709,1,Photo,0.9980982580898818,11.754,14.988,19.997,197.823,90.0,497.823,3956.458,4945.572,4.952,89.9,30.0,3,62.855,H,405,523.396,107.284,False,709,3,Etching,71.159,51.187,1.03,262.0,277.23,313.72,370.81000000000006,2.7202500000000014,3,Implantation,1.848596e+16,707691500000000.0,4.439694e+16,3.00415e+17,6.000018e+17,32546.944,102.967,906.0,154,150,none,0.0,route_21333
710,2,Oxidation,wet,1269.3002401,H2O,45.03,0.216,23.0,712.814,NOLSM711279,False,710,2,Photo,1.0795398211935248,20.108,15.062,19.999,197.533,89.999,497.533,3950.652,4938.315,4.932,89.729,29.996,1,60.637,H,405,516.498,107.306,False,710,3,Etching,71.281,50.985,1.025,307.0,321.52,358.02,414.88,2.697,3,Implantation,4584522000000000.0,1175194000000000.0,2.650513e+17,3.002658e+17,5.999997e+17,32553.593,102.462,906.0,154,156,none,0.0,route_22133
711,2,Oxidation,wet,1279.21923,H2O,45.05,0.216,23.0,717.163,NOLSM7122710,False,711,2,Photo,0.9102591497290552,10.668,14.957,19.998,197.373,90.0,497.373,3947.46,4934.325,4.934,89.801,29.997,2,64.86,H,405,521.642,107.241,False,711,2,Etching,71.716,50.982,1.025,249.0,263.17,299.66,356.92,2.6980000000000004,2,Implantation,2.069253e+16,1868734000000000.0,5.448368e+17,2.999353e+17,6.000003e+17,32542.845,102.455,906.0,154,93,none,0.0,route_22222
712,2,Oxidation,wet,1278.2747045,H2O,45.09,0.216,23.0,712.164,NOLSM7132711,False,712,2,Photo,1.1500196584557,19.446,14.995,20.0,197.358,90.001,497.358,3947.154,4933.942,4.936,89.831,30.01,3,62.975,H,405,521.579,107.288,False,712,1,Etching,71.216,50.985,1.025,167.0,181.2,217.6,274.65,2.6912499999999993,1,Implantation,1.851153e+16,6.739168e+16,8726400000000000.0,2.996645e+17,6.000005e+17,32527.163,102.462,906.0,154,60,none,0.0,route_22311
